#Locus	GC%
loc339883	0.4701
loc275798	0.5102
loc247357	0.5942
loc577722	0.5571
loc537087	0.5217
loc188930	0.4326
loc718155	0.5312
loc46471	0.5533
loc732198	0.5456
loc474788	0.4600
loc478668	0.5014
loc819864	0.5421
loc611781	0.5317
loc632719	0.4581
loc284988	0.5362
loc291528	0.5199
loc872765	0.5683
loc441132	0.5897
loc76600	0.6833
loc486070	0.5114
loc143087	0.5564
loc745263	0.5327
loc741388	0.5389
loc126955	0.5707
loc288871	0.4869
loc727348	0.4099
loc650644	0.5189
loc165808	0.4689
loc771500	0.5828
loc483978	0.4208
loc151409	0.5242
loc745269	0.4865
loc424080	0.5042
loc880170	0.5402
loc183735	0.6428
loc77471	0.5796
loc867917	0.6354
loc73598	0.5353
loc237305	0.4492
loc347746	0.5660
loc686856	0.4915
loc98416	0.5720
loc378286	0.5468
loc805927	0.4766
loc793316	0.4392
loc573399	0.6017
loc171987	0.4995
loc786783	0.5164
loc642783	0.5804
loc705088	0.4329
loc211151	0.4969
loc554140	0.6440
loc550265	0.6313
loc424540	0.4588
loc225557	0.6072
loc515287	0.5942
loc776269	0.5114
loc458103	0.4833
loc333800	0.5133
loc831254	0.4705
loc476022	0.5394
loc880637	0.6523
loc378740	0.5338
loc599089	0.4965
loc871900	0.4724
loc124304	0.5989
loc332029	0.4390
loc876199	0.5055
loc591770	0.5652
loc442474	0.6050
loc415813	0.5043
loc506559	0.4456
loc446351	0.5016
loc330795	0.4767
loc142228	0.5891
loc49508	0.5460
loc789341	0.5765
loc368233	0.5174
loc99742	0.5548
loc135695	0.4562
loc174548	0.4027
loc723469	0.5792
loc673786	0.5366
loc698601	0.4791
loc528366	0.5552
loc320282	0.4922
loc135699	0.5141
loc790768	0.5641
loc151410	0.4124
loc125175	0.4650
loc270596	0.5102
loc85348	0.4124
loc387936	0.4659
loc840457	0.5823
loc490520	0.6005
loc228120	0.4922
loc826418	0.5034
loc437626	0.5901
loc611796	0.5002
loc809360	0.4595
loc695591	0.5488
loc68295	0.5554
loc325950	0.4595
loc243948	0.4576
loc785912	0.3826
loc523152	0.4818
loc155300	0.5084
loc814662	0.5473
loc377428	0.5370
loc233428	0.5289
loc169704	0.5167
loc853521	0.5357
loc446813	0.5167
loc438495	0.5061
loc60984	0.4960
loc601288	0.4652
loc821208	0.5235
loc278369	0.4302
loc658422	0.3789
loc818553	0.5443
loc804155	0.5456
loc690385	0.6615
loc378298	0.5068
loc822075	0.5135
loc370981	0.5165
loc731334	0.3853
loc156179	0.5099
loc823863	0.5698
loc699932	0.5415
loc623540	0.5637
loc469493	0.4253
loc97105	0.3561
loc870126	0.4780
loc850971	0.5357
loc50930	0.5342
loc265291	0.4969
loc513107	0.4854
loc183294	0.4283
loc94088	0.5401
loc719955	0.5391
loc627432	0.4594
loc318008	0.5717
loc836938	0.6069
loc757033	0.3147
loc776731	0.5598
loc577748	0.4396
loc433749	0.5574
loc655879	0.5663
loc613038	0.4660
loc128206	0.4593
loc831721	0.5186
loc554613	0.4200
loc437635	0.5212
loc618704	0.5810
loc766221	0.4629
loc540218	0.4828
loc618707	0.5822
loc753604	0.4287
loc460862	0.6055
loc814675	0.4649
loc601295	0.5531
loc407967	0.4673
loc94548	0.5618
loc395356	0.5288
loc251356	0.5458
loc699485	0.4922
loc60993	0.4371
loc576424	0.5010
loc301045	0.4493
loc84030	0.5927
loc173235	0.4924
loc619576	0.4966
loc767093	0.5511
loc514433	0.5163
loc121766	0.5511
loc736559	0.5535
loc644034	0.4589
loc210309	0.6136
loc546757	0.4864
loc196823	0.4086
loc115131	0.5352
loc681665	0.5185
loc632287	0.4207
loc841797	0.4906
loc373097	0.6138
loc590925	0.5622
loc568565	0.5855
loc458125	0.4735
loc589506	0.5423
loc618256	0.5583
loc870133	0.4528
loc502698	0.5626
loc852218	0.4950
loc618258	0.4799
loc573870	0.5703
loc91997	0.5653
loc559832	0.4641
loc495745	0.4618
loc510095	0.5421
loc433750	0.5538
loc138727	0.5899
loc577752	0.5557
loc187181	0.5828
loc718189	0.5488
loc591798	0.4558
loc22509	0.6260
loc731806	0.4980
loc405321	0.3938
loc776743	0.5129
loc419722	0.4930
loc238656	0.4287
loc536705	0.5919
loc147916	0.4995
loc819898	0.5494
loc112581	0.5439
loc164054	0.5638
loc229922	0.5757
loc872797	0.5948
loc640150	0.5581
loc490547	0.4042
loc654552	0.6018
loc800281	0.5502
loc537573	0.5650
loc377445	0.4805
loc798555	0.4549
loc544114	0.4990
loc460871	0.4788
loc328070	0.4725
loc311576	0.4994
loc407977	0.4958
loc363049	0.5921
loc785938	0.5328
loc606964	0.5547
loc749185	0.5918
loc658440	0.5177
loc528840	0.4413
loc641947	0.3994
loc793340	0.5033
loc71425	0.5749
loc390150	0.5024
loc836492	0.5301
loc527068	0.3884
loc727832	0.3810
loc726052	0.4575
loc192955	0.3806
loc663749	0.5033
loc164517	0.5924
loc609078	0.5063
loc363502	0.4626
loc228609	0.5916
loc89718	0.5131
loc246527	0.4941
loc536256	0.5560
loc685555	0.5089
loc315914	0.4368
loc589515	0.3794
loc424576	0.4986
loc763686	0.4490
loc527520	0.2784
loc333834	0.5622
loc490096	0.4712
loc282368	0.3604
loc236014	0.5070
loc879249	0.5369
loc76185	0.4722
loc675040	0.4362
loc644504	0.4540
loc774106	0.5474
loc385314	0.4844
loc119038	0.4388
loc701697	0.5778
loc657128	0.5414
loc689446	0.5499
loc584301	0.3939
loc559846	0.4687
loc874030	0.5026
loc856117	0.6047
loc318029	0.4764
loc187196	0.5640
loc875818	0.5149
loc600439	0.3930
loc386183	0.5231
loc714761	0.5954
loc586951	0.5265
loc419739	0.5845
loc572552	0.4366
loc126994	0.4937
loc410639	0.5697
loc876685	0.5310
loc599577	0.5794
loc505264	0.5382
loc112597	0.5276
loc360957	0.4157
loc668961	0.5729
loc89266	0.5584
loc753627	0.5039
loc332519	0.5393
loc311583	0.4913
loc377457	0.5662
loc562041	0.4028
loc545906	0.5284
loc350439	0.4302
loc757512	0.4899
loc743113	0.5389
loc265779	0.5218
loc606976	0.3953
loc459468	0.4917
loc328088	0.5821
loc159220	0.4559
loc71435	0.5597
loc382768	0.5349
loc294121	0.4096
loc178921	0.5054
loc676376	0.4884
loc441631	0.5886
loc310251	0.5401
loc390164	0.4856
loc320777	0.5381
loc844825	0.5240
loc585633	0.5474
loc758382	0.4078
loc697318	0.5425
loc157987	0.3990
loc779326	0.5480
loc233914	0.5536
loc808075	0.5767
loc880670	0.5572
loc827774	0.6148
loc568582	0.6990
loc179792	0.5197
loc394056	0.4714
loc381438	0.5013
loc848718	0.5724
loc381439	0.5395
loc410187	0.5247
loc698188	0.4622
loc237802	0.5636
loc513132	0.3711
loc333846	0.4981
loc491888	0.4824
loc124342	0.6603
loc558071	0.3141
loc637977	0.4293
loc531052	0.4806
loc152785	0.4690
loc788518	0.5782
loc513138	0.5748
loc53065	0.4911
loc245212	0.4976
loc518805	0.5059
loc783302	0.5202
loc472637	0.4725
loc256593	0.6491
loc472638	0.5426
loc586961	0.4579
loc588208	0.4951
loc618738	0.5650
loc196395	0.5334
loc246082	0.5589
loc377464	0.4951
loc299340	0.5171
loc817725	0.4685
loc650699	0.5200
loc137426	0.3037
loc123027	0.5037
loc81960	0.5840
loc524980	0.4094
loc589075	0.5667
loc98460	0.5317
loc860106	0.5490
loc399270	0.4196
loc500063	0.5358
loc224735	0.5646
loc53528	0.5810
loc498336	0.4846
loc84066	0.5064
loc567721	0.4660
loc273190	0.5432
loc178930	0.5378
loc281511	0.5682
loc164532	0.4823
loc125678	0.4655
loc358221	0.5807
loc649731	0.4656
loc337284	0.4393
loc741899	0.4866
loc770230	0.5081
loc54396	0.5676
loc331207	0.5404
loc75336	0.5622
loc315930	0.6097
loc784636	0.7048
loc770236	0.5741
loc285406	0.5250
loc576915	0.5529
loc541577	0.5548
loc458157	0.5641
loc685579	0.4682
loc774123	0.5648
loc66607	0.4371
loc124353	0.6008
loc637988	0.5669
loc286271	0.5493
loc739151	0.3607
loc657149	0.4474
loc378798	0.5022
loc467342	0.4719
loc835196	0.4586
loc440323	0.4624
loc174592	0.5644
loc676849	0.4958
loc600452	0.5607
loc341260	0.4742
loc835198	0.5873
loc355661	0.4887
loc160195	0.5065
loc875837	0.5353
loc120921	0.4898
loc847402	0.5363
loc186800	0.3638
loc128249	0.5356
loc458615	0.5467
loc455592	0.5146
loc481830	0.7349
loc178488	0.4949
loc110410	0.5340
loc110411	0.5609
loc265790	0.5443
loc513606	0.5766
loc753649	0.5581
loc304105	0.4459
loc401926	0.4402
loc722191	0.5532
loc606991	0.4563
loc173271	0.5776
loc194212	0.5706
loc762830	0.5427
loc528871	0.5266
loc860117	0.4548
loc160658	0.5310
loc107766	0.5340
loc194218	0.5655
loc509179	0.4453
loc727861	0.3084
loc844842	0.6043
loc489613	0.5239
loc260590	0.5028
loc306759	0.4851
loc539302	0.4949
loc640640	0.3982
loc337298	0.4866
loc246553	0.5953
loc780767	0.5102
loc601791	0.5026
loc129575	0.4547
loc486597	0.5531
loc136116	0.5243
loc129577	0.5561
loc445541	0.5072
loc93267	0.5892
loc168437	0.5230
loc470001	0.4794
loc834339	0.5449
loc631910	0.4170
loc431147	0.3115
loc70133	0.6240
loc124362	0.5309
loc145302	0.5270
loc77997	0.4080
loc662454	0.4653
loc836986	0.6010
loc518820	0.5542
loc159709	0.5312
loc843527	0.5296
loc871969	0.5816
loc694779	0.4930
loc310738	0.5335
loc797723	0.7147
loc39050	0.5856
loc703411	0.5763
loc419767	0.4433
loc178491	0.4821
loc721331	0.5584
loc490580	0.5056
loc588227	0.6305
loc58756	0.5135
loc700398	0.4436
loc110420	0.4039
loc385800	0.4664
loc675530	0.5554
loc657615	0.5807
loc267043	0.5181
loc442993	0.5780
loc286740	0.5279
loc119528	0.5457
loc784195	0.5426
loc304113	0.5958
loc409259	0.5426
loc459493	0.4923
loc66161	0.4969
loc509182	0.3368
loc693456	0.5679
loc71460	0.5097
loc517503	0.4996
loc861905	0.5964
loc788083	0.4990
loc453419	0.5811
loc796403	0.5464
loc652403	0.4621
loc684720	0.4889
loc647108	0.5645
loc242673	0.5019
loc405825	0.5475
loc747031	0.5572
loc864013	0.5749
loc386679	0.6166
loc198114	0.5423
loc747035	0.5409
loc809880	0.4612
loc684729	0.4632
loc727879	0.4972
loc232163	0.5659
loc233945	0.5401
loc802025	0.5267
loc315950	0.5762
loc116967	0.5819
loc48703	0.4352
loc605682	0.5878
loc589554	0.5035
loc218133	0.4964
loc346491	0.5841
loc761521	0.6572
loc852268	0.5016
loc513163	0.4709
loc98944	0.4864
loc372732	0.5909
loc404503	0.5792
loc594858	0.5334
loc52229	0.5215
loc838234	0.5267
loc708635	0.5917
loc788549	0.5774
loc609573	0.4878
loc449445	0.5865
loc305445	0.3552
loc294615	0.5780
loc150616	0.4896
loc259641	0.5309
loc376623	0.4673
loc797732	0.5442
loc380140	0.6112
loc861458	0.4332
loc716040	0.4311
loc53098	0.3618
loc488309	0.5938
loc167120	0.4270
loc344309	0.5345
loc703422	0.4782
loc149206	0.5779
loc735740	0.5445
loc716045	0.4893
loc721342	0.5128
loc490594	0.5007
loc458637	0.4502
loc190341	0.5457
loc437699	0.5364
loc409263	0.4329
loc385812	0.5479
loc774606	0.6832
loc398436	0.6307
loc526249	0.4575
loc449905	0.5381
loc304125	0.5494
loc48255	0.4636
loc792529	0.5462
loc725236	0.4141
loc176316	0.5379
loc874533	0.4110
loc861913	0.4288
loc440806	0.4043
loc66175	0.4483
loc393220	0.5095
loc160678	0.3665
loc380601	0.4800
loc354366	0.4956
loc665036	0.4941
loc501877	0.4870
loc306773	0.5102
loc146645	0.4747
loc603043	0.5360
loc89760	0.4551
loc146649	0.6108
loc702109	0.3889
loc233951	0.5610
loc228656	0.6295
loc201637	0.4479
loc848750	0.3937
loc518387	0.5009
loc271030	0.5147
loc770264	0.5773
loc155831	0.4722
loc692141	0.5104
loc232178	0.4161
loc52230	0.6268
loc333880	0.3868
loc580461	0.5879
loc353041	0.4102
loc848759	0.4520
loc127401	0.5405
loc97171	0.5274
loc804680	0.5455
loc349528	0.5875
loc191673	0.5922
loc422430	0.6281
loc417134	0.4801
loc98956	0.4771
loc675092	0.7142
loc132704	0.4829
loc877101	0.3495
loc467370	0.5713
loc111768	0.4672
loc211691	0.5267
loc163247	0.3658
loc653743	0.4512
loc826492	0.5608
loc74049	0.5570
loc499698	0.5474
loc458641	0.4758
loc444241	0.5481
loc314641	0.4224
loc147975	0.5516
loc172430	0.4851
loc79710	0.4499
loc653748	0.5134
loc146196	0.4424
loc698685	0.5403
loc353500	0.4745
loc774613	0.5709
loc513633	0.5136
loc353505	0.5544
loc202967	0.4335
loc398442	0.5274
loc158401	0.4775
loc760215	0.5634
loc401953	0.5278
loc123065	0.5591
loc268846	0.5537
loc123067	0.4891
loc583031	0.4928
loc398448	0.5912
loc293303	0.5923
loc712625	0.5445
loc60100	0.4409
loc160682	0.4536
loc608266	0.5057
loc304138	0.4221
loc421119	0.5143
loc109037	0.5880
loc60107	0.5135
loc807256	0.5356
loc60108	0.5167
loc372294	0.4683
loc522827	0.5910
loc198131	0.5516
loc812558	0.5538
loc747053	0.5121
loc592221	0.5646
loc300706	0.4763
loc146659	0.4912
loc617455	0.3917
loc214263	0.5301
loc865816	0.6042
loc249603	0.5478
loc780794	0.5448
loc494941	0.5072
loc16400	0.4832
loc688631	0.5385
loc400631	0.3931
loc656316	0.5923
loc725700	0.5249
loc539337	0.5372
loc249609	0.5040
loc466510	0.6022
loc516201	0.5532
loc477891	0.6184
loc119090	0.4958
loc340432	0.5664
loc175009	0.5547
loc194707	0.5987
loc866689	0.5827
loc521503	0.5726
loc255772	0.4080
loc756249	0.5856
loc631945	0.4962
loc257016	0.5479
loc132714	0.5279
loc527588	0.5245
loc435065	0.4844
loc262317	0.6174
loc159737	0.4466
loc456006	0.4549
loc163255	0.5884
loc88452	0.5686
loc877119	0.4344
loc751036	0.4321
loc621438	0.5294
loc277582	0.5388
loc431630	0.5974
loc141902	0.4478
loc410691	0.4303
loc149226	0.5544
loc816908	0.5799
loc405397	0.4606
loc653758	0.3922
loc554695	0.4612
loc703447	0.5510
loc167149	0.5506
loc629200	0.5228
loc97642	0.5097
loc879767	0.5511
loc756706	0.5166
loc657642	0.4762
loc593556	0.5000
loc760225	0.4203
loc742309	0.4865
loc371433	0.5209
loc643247	0.4592
loc142772	0.5265
loc531565	0.4213
loc435526	0.3263
loc69215	0.5795
loc856638	0.4609
loc626194	0.5437
loc563887	0.5740
loc861935	0.4786
loc861936	0.5009
loc128743	0.5303
loc627978	0.4927
loc60117	0.4985
loc826962	0.5458
loc436390	0.5610
loc375328	0.3866
loc172901	0.5027
loc588715	0.4346
loc588716	0.3813
loc249612	0.5622
loc116990	0.4749
loc198147	0.5032
loc137930	0.6172
loc151969	0.6247
loc603069	0.5039
loc254912	0.5802
loc779386	0.4236
loc358278	0.4846
loc96326	0.4508
loc83706	0.4506
loc816454	0.5961
loc452121	0.5885
loc299854	0.5842
loc848775	0.4870
loc80688	0.5093
loc583502	0.5901
loc205542	0.3944
loc71950	0.4916
loc70171	0.4865
loc692168	0.6065
loc852297	0.4823
loc631952	0.3954
loc236084	0.5613
loc127423	0.5599
loc336929	0.5185
loc626658	0.5407
loc236086	0.6142
loc399782	0.4672
loc509679	0.6178
loc450888	0.4683
loc244408	0.5576
loc255785	0.4653
loc679917	0.4134
loc417157	0.5548
loc454770	0.5702
loc708668	0.5161
loc662497	0.5502
loc22586	0.5515
loc472692	0.4842
loc93761	0.5476
loc331719	0.5094
loc75848	0.5650
loc621448	0.5632
loc575641	0.5012
loc660307	0.6139
loc122219	0.4411
loc580940	0.4098
loc865373	0.4595
loc348224	0.5534
loc806400	0.5872
loc202982	0.6221
loc241841	0.5266
loc787255	0.4959
loc662956	0.4307
loc682116	0.5721
loc371449	0.4766
loc60120	0.4296
loc792559	0.4635
loc881102	0.4534
loc368791	0.5471
loc375330	0.4691
loc293328	0.5358
loc213415	0.4818
loc206878	0.4658
loc861949	0.4236
loc768003	0.4780
loc556403	0.5432
loc276272	0.5426
loc702133	0.4228
loc217304	0.4323
loc222602	0.5762
loc198156	0.4836
loc720057	0.3921
loc508817	0.6488
loc235225	0.5183
loc384521	0.4159
loc89795	0.4647
loc272840	0.5862
loc448612	0.5200
loc240525	0.3697
loc267546	0.4804
loc154082	0.4931
loc162401	0.5477
loc597910	0.2966
loc154084	0.4861
loc445593	0.5843
loc413278	0.5316
loc711326	0.5771
loc575195	0.5034
loc285467	0.4408
loc258810	0.5529
loc87603	0.5427
loc562577	0.5047
loc466536	0.4216
loc450895	0.4083
loc678142	0.6087
loc548542	0.4218
loc594897	0.4981
loc255792	0.3765
loc92904	0.6255
loc450898	0.5812
loc435080	0.5169
loc145352	0.5458
loc670821	0.5104
loc678149	0.6042
loc440381	0.4836
loc132737	0.4676
loc830956	0.5647
loc104302	0.4729
loc882434	0.6188
loc861499	0.5513
loc389286	0.4865
loc259686	0.5775
loc298541	0.4818
loc815146	0.5512
loc186861	0.5261
loc756722	0.5090
loc335615	0.5569
loc462193	0.5222
loc774641	0.4735
loc692638	0.5751
loc580955	0.3722
loc625347	0.4172
loc385851	0.4536
loc756729	0.5951
loc144032	0.5046
loc531582	0.5418
loc707356	0.5823
loc213420	0.5651
loc744970	0.5745
loc275418	0.5303
loc460003	0.5644
loc860174	0.5641
loc293339	0.4233
loc743196	0.4974
loc418491	0.5427
loc647156	0.4304
loc87158	0.4029
loc140602	0.5715
loc684774	0.4974
loc665078	0.5152
loc140606	0.5474
loc755403	0.4893
loc217317	0.3822
loc755406	0.4955
loc864068	0.4369
loc766784	0.4894
loc617488	0.5109
loc802072	0.3891
loc773324	0.5152
loc249636	0.5812
loc837412	0.4119
loc791242	0.4936
loc190847	0.3998
loc688665	0.4682
loc155873	0.5038
loc154097	0.5729
loc175037	0.4780
loc349566	0.5389
loc71971	0.4607
loc374022	0.5198
loc226509	0.5002
loc873259	0.4877
loc230027	0.4889
loc782519	0.4286
loc720522	0.5254
loc443415	0.4118
loc765461	0.5069
loc435098	0.4700
loc719105	0.5442
loc634082	0.5471
loc88483	0.5101
loc829550	0.4913
loc93780	0.5966
loc294669	0.4834
loc877149	0.5587
loc171609	0.5517
loc317700	0.5416
loc74087	0.5064
loc358759	0.4067
loc724410	0.4632
loc504488	0.5245
loc779869	0.5228
loc61469	0.5418
loc314680	0.5135
loc408448	0.5685
loc834853	0.4904
loc588281	0.5432
loc303304	0.5498
loc376678	0.5308
loc820454	0.5178
loc802538	0.2985
loc141934	0.5624
loc452603	0.5249
loc12096	0.4967
loc847477	0.4707
loc218645	0.5344
loc314688	0.6077
loc721398	0.4445
loc275420	0.5531
loc262801	0.5416
loc565151	0.5503
loc318572	0.6027
loc289827	0.4388
loc856664	0.5012
loc682137	0.4290
loc74541	0.5479
loc648943	0.4503
loc680898	0.5547
loc584858	0.4020
loc549882	0.4828
loc61928	0.5518
loc878471	0.5372
loc345680	0.5986
loc140616	0.5123
loc865853	0.5528
loc118262	0.5542
loc496223	0.5280
loc201686	0.5420
loc643734	0.4919
loc317252	0.5255
loc578233	0.5691
loc189441	0.7626
loc96359	0.4385
loc253169	0.6578
loc470070	0.5229
loc175047	0.5244
loc48768	0.6357
loc180345	0.5415
loc503626	0.5465
loc393732	0.5729
loc312040	0.5502
loc631988	0.4983
loc198630	0.5388
loc404567	0.5108
loc830972	0.5377
loc715236	0.4692
loc182990	0.4896
loc851915	0.4894
loc379702	0.5356
loc830977	0.4642
loc163297	0.4221
loc850137	0.5577
loc734937	0.7152
loc642412	0.5154
loc56177	0.6088
loc642413	0.4749
loc511036	0.4884
loc687353	0.4989
loc149268	0.5974
loc452612	0.5258
loc530738	0.3527
loc516700	0.5845
loc769362	0.5598
loc186883	0.5749
loc126130	0.5318
loc774661	0.5152
loc444298	0.5160
loc180806	0.4479
loc664222	0.5618
loc193427	0.5564
loc371472	0.4051
loc275432	0.5650
loc106977	0.5490
loc403245	0.4477
loc403246	0.5616
loc145834	0.4475
loc806439	0.4916
loc126139	0.5407
loc69252	0.5487
loc407124	0.5322
loc392418	0.4595
loc461802	0.5031
loc304187	0.5040
loc163755	0.5776
loc375360	0.5099
loc730595	0.5221
loc227846	0.5513
loc881135	0.5333
loc440868	0.5281
loc783853	0.4370
loc517577	0.5637
loc522874	0.4534
loc716562	0.5986
loc217331	0.5414
loc300753	0.4895
loc684795	0.5352
loc851463	0.5082
loc508844	0.5957
loc872406	0.5488
loc638449	0.5908
loc507069	0.4611
loc356113	0.4865
loc760727	0.4889
loc370155	0.5384
loc855351	0.5101
loc656368	0.5132
loc189452	0.7549
loc693982	0.5178
loc87631	0.4828
loc421629	0.4526
loc257063	0.5830
loc699108	0.5067
loc470086	0.5456
loc860659	0.5145
loc77113	0.5402
loc696090	0.5396
loc538050	0.5038
loc210888	0.5069
loc761597	0.5093
loc262367	0.4920
loc461351	0.3630
loc294685	0.5271
loc773801	0.5434
loc331754	0.4194
loc638906	0.5304
loc397631	0.5803
loc362293	0.5036
loc200377	0.5349
loc802555	0.4949
loc193432	0.5756
loc854038	0.5257
loc186895	0.5324
loc321246	0.4362
loc222183	0.5725
loc367963	0.5815
loc596629	0.5321
loc657696	0.4892
loc422951	0.5824
loc340948	0.4730
loc97697	0.3934
loc56641	0.5950
loc74560	0.4480
loc783860	0.4715
loc439460	0.5665
loc309860	0.5763
loc768042	0.4153
loc782084	0.5227
loc801236	0.4973
loc284633	0.6022
loc815638	0.4288
loc734491	0.5748
loc660807	0.6162
loc611430	0.4659
loc297255	0.5196
loc865873	0.4050
loc126602	0.5197
loc240560	0.5968
loc409792	0.6294
loc254961	0.4020
loc384561	0.5309
loc806906	0.3457
loc304650	0.4523
loc371943	0.5053
loc275904	0.5405
loc96378	0.4659
loc137986	0.6242
loc370166	0.5447
loc760739	0.4513
loc693991	0.5793
loc711363	0.5476
loc569513	0.4837
loc750222	0.5481
loc807775	0.5075
loc702630	0.4876
loc375835	0.5778
loc750229	0.4961
loc258857	0.4092
loc443442	0.5333
loc113079	0.4625
loc672107	0.5865
loc850152	0.4746
loc313844	0.5866
loc573045	0.5126
loc878955	0.4185
loc150699	0.4368
loc734959	0.5534
loc711820	0.5476
loc188137	0.6096
loc141962	0.4913
loc413775	0.5004
loc854043	0.5217
loc660357	0.5892
loc431693	0.4546
loc834887	0.4885
loc586112	0.4527
loc678641	0.5705
loc289850	0.5858
loc781223	0.4827
loc838773	0.5631
loc230517	0.4139
loc707394	0.4965
loc241895	0.5823
loc456522	0.4678
loc712692	0.4310
loc449985	0.4135
loc184712	0.5696
loc449986	0.5099
loc584883	0.4345
loc261059	0.5703
loc184714	0.5220
loc525910	0.5446
loc407148	0.5295
loc74573	0.5521
loc882935	0.5214
loc796491	0.4878
loc74575	0.4822
loc461829	0.4535
loc297260	0.5033
loc686053	0.5817
loc724904	0.5246
loc660817	0.6167
loc595312	0.5276
loc451312	0.5508
loc542058	0.4426
loc760742	0.5687
loc370171	0.3789
loc199988	0.4927
loc721889	0.5533
loc806917	0.5249
loc483638	0.5133
loc421642	0.4754
loc240575	0.5049
loc176851	0.5207
loc569520	0.4267
loc438140	0.4180
loc162453	0.5469
loc148412	0.5250
loc131918	0.4825
loc809018	0.4012
loc791288	0.4297
loc743696	0.4772
loc637131	0.5222
loc873298	0.5210
loc333004	0.5170
loc375847	0.3393
loc702643	0.5523
loc393764	0.5247
loc313851	0.4034
loc548597	0.5752
loc477008	0.4461
loc418999	0.5184
loc412919	0.3632
loc415015	0.5251
loc755904	0.5331
loc64524	0.4483
loc326479	0.4031
loc96843	0.4644
loc235735	0.4980
loc655064	0.5205
loc624528	0.4836
loc578720	0.6095
loc695701	0.5816
loc365338	0.4579
loc816975	0.5539
loc434722	0.4845
loc607471	0.5167
loc786449	0.5437
loc420325	0.4751
loc633710	0.4904
loc568205	0.4801
loc612775	0.5948
loc208163	0.5478
loc361905	0.5578
loc208165	0.5353
loc223987	0.4505
loc179418	0.5275
loc262844	0.4291
loc69281	0.5383
loc442135	0.5144
loc616664	0.5456
loc289869	0.5624
loc38749	0.5325
loc799518	0.5261
loc683959	0.5666
loc435599	0.4801
loc442139	0.5670
loc849208	0.5587
loc606144	0.4577
loc716590	0.5250
loc660823	0.5608
loc316419	0.4458
loc303804	0.5505
loc501005	0.6191
loc425086	0.4295
loc199990	0.4267
loc638472	0.5105
loc854517	0.3679
loc851495	0.4660
loc379282	0.3789
loc595329	0.5129
loc157157	0.5941
loc455205	0.4940
loc190895	0.4059
loc199999	0.4637
loc366669	0.4559
loc876317	0.4424
loc190899	0.5484
loc371969	0.5336
loc503662	0.4408
loc777263	0.4948
loc473135	0.5163
loc736203	0.5809
loc460516	0.6232
loc466598	0.5195
loc881627	0.3897
loc665583	0.4174
loc652963	0.4233
loc258875	0.5041
loc87668	0.5339
loc881629	0.6200
loc248352	0.5240
loc801717	0.5618
loc492838	0.5883
loc425545	0.5419
loc795188	0.4459
loc603591	0.5026
loc850172	0.5454
loc560444	0.6067
loc871113	0.5597
loc161140	0.5426
loc855841	0.5203
loc370647	0.5398
loc387142	0.4827
loc218691	0.5327
loc55805	0.5926
loc845323	0.4859
loc218696	0.5024
loc360134	0.5810
loc859727	0.4903
loc832710	0.5598
loc374535	0.5310
loc73728	0.6469
loc361917	0.4984
loc158494	0.4318
loc591440	0.4954
loc863253	0.4309
loc715737	0.5224
loc447800	0.4584
loc799527	0.5363
loc751571	0.5051
loc316422	0.5760
loc442149	0.5236
loc815661	0.4569
loc344866	0.5152
loc383721	0.5361
loc867135	0.5515
loc686074	0.3607
loc529813	0.5004
loc737539	0.5686
loc607942	0.5196
loc387602	0.4928
loc383728	0.4655
loc768077	0.5074
loc709103	0.4553
loc451332	0.5121
loc430393	0.5523
loc645018	0.4615
loc805147	0.4973
loc249691	0.5012
loc787780	0.5588
loc805149	0.5396
loc403740	0.4005
loc469613	0.5910
loc741067	0.5259
loc398991	0.4712
loc741068	0.5418
loc650324	0.4774
loc760766	0.3663
loc371974	0.4639
loc398996	0.5572
loc116114	0.4132
loc94203	0.4179
loc453981	0.5028
loc570962	0.5767
loc855395	0.4866
loc810459	0.7264
loc798206	0.4906
loc391139	0.4733
loc374080	0.5692
loc114883	0.3933
loc606615	0.5604
loc46615	0.4343
loc216045	0.5535
loc114886	0.4452
loc375868	0.5710
loc198680	0.4595
loc91199	0.4991
loc412938	0.5635
loc50143	0.5619
loc560457	0.4367
loc118772	0.5760
loc850186	0.5210
loc203437	0.5204
loc773842	0.4571
loc676018	0.4913
loc638948	0.5439
loc592778	0.6422
loc122293	0.4667
loc551721	0.5037
loc711851	0.5002
loc147110	0.5138
loc810917	0.4711
loc108259	0.5498
loc424223	0.5810
loc147116	0.5576
loc340981	0.4325
loc607498	0.5117
loc147117	0.5720
loc664272	0.4912
loc212628	0.4116
loc516757	0.4600
loc683970	0.5008
loc880319	0.4907
loc682194	0.4409
loc767218	0.5563
loc719623	0.4687
loc166828	0.5715
loc566998	0.5852
loc81144	0.5120
loc723145	0.5306
loc316437	0.4858
loc669946	0.5540
loc641146	0.5968
loc765988	0.5253
loc529822	0.4681
loc768089	0.4391
loc465744	0.4997
loc872454	0.5148
loc643790	0.4791
loc760773	0.4646
loc876334	0.5339
loc755479	0.6236
loc391146	0.4138
loc239186	0.4939
loc55363	0.5841
loc407635	0.4997
loc453993	0.4374
loc261549	0.6943
loc233108	0.5687
loc828745	0.4757
loc448699	0.4500
loc798219	0.4302
loc134048	0.5557
loc491073	0.3453
loc606625	0.5513
loc503686	0.5278
loc491075	0.5058
loc230096	0.5308
loc871131	0.4517
loc851972	0.4530
loc871132	0.4154
loc313885	0.4167
